symbol,market_cap,current_price,book_value,stock_pe,dividend_yield,roce,roe,sales_growth_3yrs,face_value
MCX,5451.0,1069.0,282.81,27.33,1.87,11.53,10.96,2.45,10.0
MUTHOOTFIN,27082.0,675.8,243.13,13.47,1.78,16.22,22.41,12.16,10.0
NATCOPHARM,10328.0,567.85,195.9,16.49,1.1,23.54,19.63,23.32,2.0
NBCC,6642.0,36.9,8.69,19.44,1.76,33.1,22.68,7.62,1.0
NCC,3204.0,53.35,79.19,5.55,2.81,22.34,13.1,13.21,2.0
NESCO,4011.0,569.2,165.74,22.21,0.44,23.19,16.56,11.18,2.0
NHPC,24008.0,23.9,29.08,8.65,6.11,11.55,10.22,3.54,10.0
NIITTECH,8967.0,1437.0,272.98,32.59,0.0,23.48,18.88,10.44,10.0
NLCINDIA,7765.0,56.0,90.23,6.0,8.09,10.69,9.96,2.89,10.0
NMDC,33328.0,108.85,84.76,6.88,5.07,28.17,18.38,23.47,1.0
NTPC,119774.0,121.05,108.55,10.18,5.02,5.79,11.34,8.43,10.0
NH,4800.0,234.9,57.15,68.45,0.43,7.49,4.39,12.21,10.0
NATIONALUM,8171.0,43.8,56.2,6.89,13.13,25.99,16.51,19.04,5.0
NFL,1283.0,26.15,45.23,6.64,7.11,11.36,14.08,16.44,10.0
NBVENTURES,1310.0,74.35,164.97,8.37,2.05,8.98,5.88,9.8,2.0
NAVINFLUOR,3811.0,770.4,214.14,25.69,1.01,22.07,14.43,14.5,2.0
NESTLEIND,143043.0,14835.0,414.32,84.69,0.78,70.93,45.3,11.37,10.0
NILKAMAL,1840.0,1234.0,592.75,16.65,1.05,19.33,13.25,7.45,10.0
OBEROIRLTY,19636.0,540.05,166.0,70.45,0.37,10.87,8.58,-4.56,10.0
ONGC,180527.0,143.5,161.36,6.82,4.88,19.13,13.48,12.24,5.0
OIL,18739.0,172.8,255.86,5.56,5.93,14.22,11.75,12.04,10.0
OMAXE,3417.0,186.85,86.93,130.74,0.37,10.62,1.44,-7.2,10.0
OFSS,26355.0,3070.0,452.05,20.99,0.0,51.68,33.37,0.49,5.0
ORIENTCEM,1828.0,89.2,51.42,20.9,0.84,8.26,4.58,19.92,1.0
ORIENTELEC,3679.0,173.4,14.45,48.33,0.58,29.12,24.72,0.0,1.0
ORIENTREF,2569.0,213.9,31.33,28.49,1.17,39.68,25.7,17.69,1.0
ORIENTBANK,6783.0,49.5,137.94,12.09,0.0,3.53,0.35,-3.96,10.0
PIIND,17648.0,1279.0,164.8,41.34,0.31,24.68,19.13,10.66,1.0
PNBHOUSING,8067.0,479.8,442.19,6.64,1.87,9.66,15.45,40.49,10.0
PNCINFRA,4386.0,170.95,82.45,13.6,0.29,16.86,15.36,15.42,2.0
PTC,1684.0,56.9,112.44,6.39,7.03,13.22,8.01,2.65,10.0
PVR,8842.0,1828.0,210.99,55.79,0.11,17.74,15.17,16.88,10.0
PAGEIND,23971.0,21498.0,695.06,63.05,1.6,68.73,47.53,16.68,10.0
PARAGMILK,1318.0,156.7,98.09,11.48,0.64,16.78,14.8,13.07,10.0
PERSISTENT,4792.0,622.55,288.56,15.65,1.82,18.77,13.52,10.64,10.0
PETRONET,40095.0,267.3,67.11,18.84,3.74,30.34,21.79,12.27,10.0
PFIZER,14740.0,3222.0,658.25,32.75,0.7,23.22,15.07,1.13,10.0
PHILIPCARB,2106.0,122.2,95.63,5.92,2.86,25.41,25.73,23.05,2.0
PHOENIXLTD,11060.0,721.2,178.98,63.54,0.42,8.4,6.51,7.36,2.0
PIDILITIND,68653.0,1352.0,82.42,68.65,0.48,34.9,24.7,8.81,1.0
PEL,30965.0,1557.0,981.69,163.19,1.67,6.11,1.87,2.75,2.0
POLYCAB,10756.0,723.6,191.66,19.38,0.39,27.87,19.25,14.99,10.0
PFC,25899.0,98.1,163.96,3.73,0.0,9.41,17.33,1.53,10.0
POWERGRID,105966.0,202.55,112.81,10.47,4.11,10.56,22.04,18.19,10.0
PRAJIND,1955.0,106.9,40.26,27.17,1.98,9.75,7.45,3.87,2.0
PRESTIGE,11186.0,298.3,113.33,33.56,0.5,7.85,6.08,-9.2,10.0
PRSMJOHNSN,3906.0,77.6,22.69,26.47,0.64,16.29,14.2,4.11,10.0
PGHL,7336.0,4419.0,448.07,8.61,9.96,78.16,73.25,-3.32,10.0
PGHH,38383.0,11824.0,280.05,91.58,0.34,89.1,56.85,1.71,10.0
QUESS,6923.0,471.4,176.7,29.89,0.0,10.08,9.43,24.36,10.0
RBLBANK,12713.0,295.25,175.28,13.47,0.91,7.35,12.18,31.92,10.0
RECLTD,25773.0,130.5,173.69,4.45,8.43,9.21,17.31,2.15,10.0
RITES,6651.0,266.05,95.35,14.57,3.83,29.71,19.4,22.36,10.0
RADICO,4216.0,316.05,98.56,21.57,0.38,19.04,15.35,7.89,2.0
RVNL,4952.0,23.75,17.93,8.3,3.75,12.9,16.83,30.37,10.0
RAIN,3175.0,94.4,27.32,88.69,1.06,7.74,6.58,6.91,2.0
RAJESHEXPO,19886.0,673.4,154.52,46.26,0.15,6.73,10.19,3.41,1.0
RALLIS,3210.0,165.05,64.19,24.78,1.51,15.57,10.66,9.08,1.0
RCF,2814.0,51.0,55.01,25.45,1.51,6.82,4.23,3.14,10.0
RATNAMANI,4299.0,920.0,325.69,16.66,0.98,25.91,17.88,17.05,2.0
RAYMOND,3658.0,596.0,223.0,45.58,0.5,9.67,6.81,5.48,10.0
REDINGTON,4288.0,110.2,41.22,26.76,2.99,14.91,9.08,10.06,2.0
RELAXO,13111.0,528.45,44.54,73.15,0.17,25.69,18.73,11.18,1.0
RELCAPITAL,339.89,13.45,350.92,-1.0,0.0,7.21,1.75,-17.4,10.0
RELIANCE,897845.0,1416.0,660.17,24.79,0.46,11.45,9.78,16.89,10.0
RELINFRA,572.0,21.75,543.4,0.11,0.0,23.2,29.04,-53.7,10.0
RNAM,17663.0,288.6,41.37,36.13,2.08,28.19,19.5,7.73,10.0
RPOWER,645.18,2.3,45.83,-1.0,0.0,1.2,-1.23,-8.21,10.0
REPCOHOME,1816.0,290.3,244.14,7.69,0.86,10.66,16.54,10.55,10.0
SHK,1783.0,126.15,42.21,42.13,0.0,10.32,7.32,7.45,10.0
SBILIFE,92595.0,925.95,80.71,75.67,0.22,23.39,18.81,32.16,10.0
SJVN,10080.0,25.65,28.6,6.57,8.38,15.96,12.84,2.12,10.0
SKFINDIA,10636.0,2151.0,343.25,31.95,0.56,28.49,18.88,0.41,10.0
SRF,15484.0,2694.0,681.73,27.82,0.45,13.4,14.04,21.07,10.0
SADBHAV,2391.0,139.35,118.53,14.7,0.72,12.4,9.55,3.66,1.0
SANOFI,13809.0,5996.0,968.48,35.52,1.4,28.84,17.98,8.07,10.0
SCHAEFFLER,12910.0,4130.0,890.16,30.32,0.73,26.54,17.82,38.66,10.0
SIS,6563.0,895.1,99.35,44.52,0.39,13.19,17.89,25.27,10.0
SFL,6107.0,1252.0,137.15,48.92,0.0,29.43,19.9,11.18,5.0
SHILPAMED,2174.0,266.65,157.19,21.48,0.37,10.62,9.62,-0.59,1.0
SHOPERSTOP,3466.0,393.95,111.11,48.53,0.19,15.6,8.17,0.18,5.0
SHREECEM,65080.0,18680.0,2755.0,55.1,0.32,12.22,11.84,28.58,10.0
RENUKA,1313.0,6.85,2.85,-1.0,0.0,6.52,-26.04,-9.85,1.0
SHRIRAMCIT,8834.0,1339.0,968.44,8.73,1.64,12.57,16.56,14.6,10.0
SRTRANSFIN,24872.0,1096.0,698.0,9.47,1.09,11.37,17.44,14.7,10.0
SIEMENS,58714.0,1649.0,238.54,56.7,0.42,17.81,11.16,6.57,2.0
SOBHA,4284.0,451.7,219.02,12.81,1.55,13.92,12.19,20.75,10.0
SOLARINDS,9864.0,1090.0,97.81,50.15,0.64,30.85,23.62,17.84,2.0
SONATSOFTW,3281.0,311.85,50.68,19.68,4.04,46.67,33.61,18.0,1.0
SOUTHBANK,1864.0,10.3,29.48,5.97,2.43,6.09,4.68,7.36,1.0
STARCEMENT,3955.0,94.35,25.08,17.33,0.0,24.35,27.08,6.19,1.0
SBIN,240652.0,269.65,247.53,33.25,0.0,4.58,0.39,13.98,1.0
SAIL,14953.0,36.2,92.36,8.4,1.38,8.43,6.67,20.01,10.0
STRTECH,5940.0,147.15,39.34,10.45,2.37,33.81,40.17,33.85,2.0
STAR,3169.0,353.85,363.69,24.99,0.85,4.25,3.53,-10.75,10.0
SUDARSCHEM,2599.0,375.45,86.47,29.47,1.6,16.99,16.24,6.11,2.0
SUNPHARMA,96369.0,401.65,95.21,44.0,0.68,7.9,8.26,10.1,1.0
SUNTV,20372.0,516.95,138.05,14.9,1.21,41.21,26.89,15.21,5.0
SUNCLAYLTD,4140.0,2046.0,318.56,36.53,1.76,13.61,17.82,8.94,5.0
SUNDARMFIN,17997.0,1620.0,453.99,26.63,1.08,9.61,15.0,11.38,10.0
SUNDRMFAST,9669.0,460.2,90.77,22.92,1.11,27.15,25.03,15.46,1.0
SUNTECK,5867.0,400.9,120.77,40.23,0.37,10.72,10.95,39.85,1.0
SUPRAJIT,2529.0,180.8,50.12,22.23,0.86,22.92,17.57,22.5,1.0
SUPREMEIND,15550.0,1224.0,156.87,40.65,1.06,29.87,21.63,23.76,2.0
SUVEN,3571.0,280.55,78.06,21.2,0.53,21.18,14.61,9.93,1.0
SUZLON,1357.0,2.55,-13.2,-1.0,0.0,-5.41,0.0,-24.64,2.0
SYMPHONY,8763.0,1253.0,95.63,64.02,0.36,25.89,18.55,8.09,2.0
SYNDIBANK,6696.0,24.95,61.74,-1.0,0.0,3.87,-16.42,-2.16,10.0
SYNGENE,13290.0,332.25,49.18,39.48,0.08,16.72,17.75,18.15,10.0
TCIEXP,2762.0,720.2,69.66,36.77,0.42,44.23,30.83,0.0,2.0
TCNSBRANDS,4304.0,700.2,100.64,32.74,0.0,31.72,25.73,33.23,2.0
TTKPRESTIG,8291.0,5981.0,832.29,43.43,0.42,26.8,17.63,9.77,10.0
TVTODAY,1844.0,309.0,140.18,12.85,0.73,26.65,17.06,9.43,5.0
TV18BRDCST,3489.0,20.35,16.06,26.56,0.0,1.91,3.12,19.9,2.0
TVSMOTOR,21688.0,456.5,77.72,33.07,0.77,23.67,21.56,17.92,1.0
TAKE,1648.0,111.4,51.54,-1.0,0.9,2.38,2.1,-2.33,1.0
TATACHEM,15630.0,613.5,463.03,17.1,2.04,9.0,6.73,-20.82,10.0
TCS,771997.0,2057.0,228.84,23.64,1.46,52.62,38.77,12.78,1.0
TATAELXSI,4411.0,708.3,151.38,16.44,1.91,51.29,34.23,14.09,10.0
TATAGLOBAL,17798.0,282.0,70.41,47.5,0.89,12.71,8.94,4.72,1.0
TATAINVEST,4105.0,811.3,1546.0,28.06,2.47,2.01,1.85,-10.31,10.0
TATAMOTORS,42636.0,136.85,71.14,49.34,0.0,10.89,10.08,17.33,2.0
TATAPOWER,16215.0,59.95,58.01,17.04,2.17,6.01,2.84,-2.99,1.0
TATASTEEL,40513.0,359.6,645.56,4.2,3.68,19.69,15.62,22.65,10.0
TEAMLEASE,5237.0,3063.0,309.37,54.28,0.0,20.67,20.17,18.16,10.0
TECHM,70849.0,734.2,213.97,16.51,1.94,26.65,21.48,9.08,5.0
TECHNOE,2928.0,266.2,127.67,17.6,0.0,19.55,13.82,148.0,2.0
NIACL,23690.0,143.75,96.75,106.37,1.04,-13.76,-13.82,12.32,5.0
RAMCOCEM,17777.0,754.6,189.33,31.03,0.4,13.64,11.87,12.93,1.0
THERMAX,13347.0,1120.0,229.6,43.89,0.62,16.07,11.7,-6.54,2.0
THYROCARE,2673.0,506.2,86.32,26.74,3.95,31.25,20.21,16.34,10.0
TIMETECHNO,1358.0,60.05,60.14,10.75,1.5,11.89,9.66,16.4,1.0
TIMKEN,5931.0,788.45,178.25,35.15,0.13,21.67,14.55,16.88,10.0
TITAN,115465.0,1301.0,69.63,80.27,0.38,26.8,25.06,19.83,1.0
TORNTPHARM,28508.0,1685.0,296.36,33.7,1.01,13.09,14.93,1.94,5.0
TORNTPOWER,13671.0,284.45,185.94,14.48,1.76,12.07,10.43,3.73,10.0
TRENT,18476.0,519.75,47.73,125.34,0.23,11.55,7.82,20.38,1.0
TRIDENT,3073.0,60.3,57.52,7.04,4.98,12.05,12.92,12.51,10.0
TIINDIA,6848.0,364.65,75.88,24.95,0.69,22.0,18.78,0.0,1.0
UCOBANK,8687.0,11.8,18.74,-1.0,0.0,2.69,-36.67,-8.26,10.0
UFLEX,1471.0,203.65,297.05,28.92,0.98,6.83,2.47,3.55,10.0
UPL,45765.0,599.0,104.34,158.36,0.89,6.73,4.65,13.13,2.0
UJJIVAN,3726.0,306.75,147.18,162.15,0.44,1.34,1.21,20.29,10.0
ULTRACEMCO,123968.0,4295.0,968.34,40.57,0.25,10.89,8.83,14.62,10.0
UBL,35165.0,1330.0,120.34,69.58,0.19,28.45,19.17,10.18,1.0
MCDOWELL-N,46156.0,635.2,43.1,57.59,0.0,20.95,23.18,2.88,2.0
VGUARD,10127.0,236.8,21.04,55.17,0.34,25.98,20.07,11.63,1.0
VMART,3801.0,2094.0,225.45,68.24,0.08,28.87,17.54,21.0,10.0
VIPIND,6574.0,465.2,38.68,48.33,0.69,36.26,25.29,14.41,2.0
VRLLOG,2475.0,273.95,71.5,26.0,2.01,20.83,14.87,6.99,10.0
VSTIND,5924.0,3837.0,430.07,24.55,2.48,56.27,36.4,7.56,10.0
WABAG,1055.0,192.95,167.62,9.58,0.0,13.0,11.17,4.92,2.0
VAIBHAVGBL,2665.0,818.9,173.33,86.34,1.23,6.84,5.64,9.95,10.0
VAKRANGEE,3236.0,30.55,24.42,244.82,0.82,1.56,0.75,-22.94,1.0
VTL,5300.0,921.8,911.13,8.11,1.9,14.19,12.86,4.62,10.0
VARROC,6644.0,492.8,83.73,59.07,0.81,14.15,11.17,18.18,1.0
VBL,18465.0,639.6,105.8,41.28,0.0,13.82,13.47,10.48,10.0
VEDL,55851.0,150.25,209.51,12.47,12.56,6.97,6.04,4.26,1.0
VENKEYS,2414.0,1714.0,625.73,14.64,0.47,27.79,21.77,12.68,10.0
VINATIORGA,10782.0,2098.0,204.56,35.87,0.33,45.83,30.6,20.65,2.0
VOLTAS,22887.0,691.7,113.13,46.36,0.58,17.0,12.32,9.14,1.0
WABCOINDIA,11665.0,6153.0,938.81,44.49,0.15,23.05,15.83,15.92,5.0
WELSPUNIND,5220.0,51.95,24.78,12.93,0.58,8.89,11.69,3.37,1.0
WHIRLPOOL,27466.0,2165.0,168.89,63.27,0.23,32.24,20.65,16.2,10.0
WIPRO,150236.0,248.9,71.67,18.0,0.4,20.27,16.61,2.51,2.0
WOCKPHARMA,2951.0,266.45,110.77,-1.0,0.0,-0.16,-5.94,-1.01,5.0
YESBANK,13109.0,51.4,105.49,22.85,3.53,6.68,6.53,29.84,2.0
ZEEL,24031.0,250.2,77.38,13.86,1.4,35.52,22.69,17.69,1.0
ZENSARTECH,4761.0,211.35,65.29,19.32,1.32,25.02,18.95,3.23,2.0
ZYDUSWELL,9997.0,1734.0,576.65,192.85,0.29,4.02,4.09,8.43,10.0
ECLERX,1583.0,427.95,352.92,8.27,0.24,23.64,17.38,1.01,10.0
ADANIGREEN,14014.0,89.6,12.36,-1.0,0.0,4.63,-43.43,0.0,10.0
ABCAPITAL,18362.0,79.4,41.13,19.6,0.0,9.32,9.65,60.85,10.0
ANDHRABANK,4865.0,16.3,44.67,-1.0,0.0,4.09,-22.6,2.56,10.0
BASF,4173.0,964.0,194.72,43.8,0.52,24.56,15.8,24.3,10.0
BBTC,8183.0,1173.0,682.76,9.23,0.09,40.47,20.32,9.24,2.0
CHALET,6606.0,322.2,71.92,-1.0,0.0,8.12,-0.4,19.23,10.0
CHENNPETRO,2383.0,160.0,202.29,-1.0,0.0,1.41,-4.83,16.93,10.0
COFFEEDAY,712.97,33.75,119.72,9.84,0.0,7.44,3.21,6.75,10.0
DHFL,673.15,21.45,252.93,-1.0,0.0,8.24,-11.09,18.03,10.0
IDFCFIRSTB,18988.0,39.7,38.05,-1.0,1.89,3.97,-11.39,0.0,10.0
MRPL,8588.0,49.0,56.72,24.3,2.04,6.85,3.5,16.76,10.0
NETWORK18,2115.0,20.2,5.72,-1.0,0.0,-0.9,-31.18,49.63,5.0
PCJEWELLER,1315.0,33.3,99.26,-1.0,0.0,6.59,-2.12,5.91,10.0
PNB,27739.0,60.25,98.17,-1.0,0.0,2.52,-22.11,0.87,2.0
SWANENERGY,2522.0,103.25,37.82,-1.0,0.1,3.66,-1.5,39.04,1.0
UNIONBANK,17833.0,52.1,78.1,-1.0,0.0,4.12,-11.25,2.02,10.0
IDEA,18391.0,6.4,20.75,-1.0,0.0,-7.53,-37.22,1.05,10.0
WELCORP,3493.0,131.7,105.48,65.77,0.38,12.12,-2.2,7.36,5.0
